,track,artist,album,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
186,Feels Like Summer,Childish Gambino,Summer Pack,7p4vHnYXkxlzvfePJVpcTr,0.554,0.596,7,-8.214,1,0.13,0.162,0.00482,0.0805,0.255,165.728,audio_features,7p4vHnYXkxlzvfePJVpcTr,spotify:track:7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/tracks/7p4vHnYXkxlzvfePJVpcTr,https://api.spotify.com/v1/audio-analysis/7p4vHnYXkxlzvfePJVpcTr,297404,4
187,II. No Exit,Childish Gambino,Because the Internet,4UcvB6ncHwHKIrIvzDYoOo,0.698,0.554,10,-9.499,0,0.392,0.702,0.00203,0.195,0.176,92.153,audio_features,4UcvB6ncHwHKIrIvzDYoOo,spotify:track:4UcvB6ncHwHKIrIvzDYoOo,https://api.spotify.com/v1/tracks/4UcvB6ncHwHKIrIvzDYoOo,https://api.spotify.com/v1/audio-analysis/4UcvB6ncHwHKIrIvzDYoOo,171779,4
188,I. The Party,Childish Gambino,Because the Internet,6men4y6a8QuGtE5qkFkOgR,0.508,0.567,6,-11.415,1,0.347,0.153,0.00446,0.139,0.389,146.303,audio_features,6men4y6a8QuGtE5qkFkOgR,spotify:track:6men4y6a8QuGtE5qkFkOgR,https://api.spotify.com/v1/tracks/6men4y6a8QuGtE5qkFkOgR,https://api.spotify.com/v1/audio-analysis/6men4y6a8QuGtE5qkFkOgR,91292,4
189,Playing Around Before the Party Starts,Childish Gambino,Because the Internet,1jWoeUIvNJniadGbeTj03X,0.263,0.126,7,-22.601,0,0.0399,0.995,0.948,0.243,0.0879,166.073,audio_features,1jWoeUIvNJniadGbeTj03X,spotify:track:1jWoeUIvNJniadGbeTj03X,https://api.spotify.com/v1/tracks/1jWoeUIvNJniadGbeTj03X,https://api.spotify.com/v1/audio-analysis/1jWoeUIvNJniadGbeTj03X,54454,4
190,3005,Childish Gambino,Because the Internet,2ZltjIqztEpZtafc8w0I9t,0.472,0.448,6,-7.272,0,0.326,0.113,0.0,0.0914,0.636,166.077,audio_features,2ZltjIqztEpZtafc8w0I9t,spotify:track:2ZltjIqztEpZtafc8w0I9t,https://api.spotify.com/v1/tracks/2ZltjIqztEpZtafc8w0I9t,https://api.spotify.com/v1/audio-analysis/2ZltjIqztEpZtafc8w0I9t,234215,4
191,II. Shadows,Childish Gambino,Because the Internet,074OTSJiAus6qfpGKx3IJP,0.606,0.727,1,-9.802,1,0.194,0.0878,0.0301,0.332,0.379,116.312,audio_features,074OTSJiAus6qfpGKx3IJP,spotify:track:074OTSJiAus6qfpGKx3IJP,https://api.spotify.com/v1/tracks/074OTSJiAus6qfpGKx3IJP,https://api.spotify.com/v1/audio-analysis/074OTSJiAus6qfpGKx3IJP,231746,4
192,I. The Worst Guys,Childish Gambino,Because the Internet,17wxjHNmOSstc6nVIe401T,0.593,0.639,5,-7.558,0,0.114,0.0572,0.0,0.0622,0.347,97.088,audio_features,17wxjHNmOSstc6nVIe401T,spotify:track:17wxjHNmOSstc6nVIe401T,https://api.spotify.com/v1/tracks/17wxjHNmOSstc6nVIe401T,https://api.spotify.com/v1/audio-analysis/17wxjHNmOSstc6nVIe401T,219740,4
193,Dial up,Childish Gambino,Because the Internet,62KMWKXOfDWwdY6pZr11iX,0.455,0.254,3,-17.844,1,0.0408,0.91,0.655,0.535,0.511,97.076,audio_features,62KMWKXOfDWwdY6pZr11iX,spotify:track:62KMWKXOfDWwdY6pZr11iX,https://api.spotify.com/v1/tracks/62KMWKXOfDWwdY6pZr11iX,https://api.spotify.com/v1/audio-analysis/62KMWKXOfDWwdY6pZr11iX,44536,4
194,II. Worldstar,Childish Gambino,Because the Internet,79ADanDPMKL9FdjJmdtNj5,0.705,0.598,5,-9.684,1,0.141,0.347,0.159,0.135,0.229,119.985,audio_features,79ADanDPMKL9FdjJmdtNj5,spotify:track:79ADanDPMKL9FdjJmdtNj5,https://api.spotify.com/v1/tracks/79ADanDPMKL9FdjJmdtNj5,https://api.spotify.com/v1/audio-analysis/79ADanDPMKL9FdjJmdtNj5,244652,4
195,I. Crawl,Childish Gambino,Because the Internet,2avNkU03zrPbVC8hlUkSbB,0.418,0.537,6,-8.772,1,0.0508,0.0389,9.03e-06,0.137,0.357,127.205,audio_features,2avNkU03zrPbVC8hlUkSbB,spotify:track:2avNkU03zrPbVC8hlUkSbB,https://api.spotify.com/v1/tracks/2avNkU03zrPbVC8hlUkSbB,https://api.spotify.com/v1/audio-analysis/2avNkU03zrPbVC8hlUkSbB,209473,4
196,Hollow,Tori Kelly,Hollow,160hN2OsDXnmgExwtG7cvD,0.606,0.656,2,-6.85,0,0.0361,0.0187,0.00654,0.44,0.454,126.044,audio_features,160hN2OsDXnmgExwtG7cvD,spotify:track:160hN2OsDXnmgExwtG7cvD,https://api.spotify.com/v1/tracks/160hN2OsDXnmgExwtG7cvD,https://api.spotify.com/v1/audio-analysis/160hN2OsDXnmgExwtG7cvD,210606,4
197,lovely (with Khalid),Billie Eilish,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,audio_features,0u2P5u6lvoDfwTYjAADbn4,spotify:track:0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,200186,4
198,Bad Liar,Selena Gomez,Bad Liar,2fZQIJew3nkNe99s2PKzul,0.965,0.414,1,-6.408,1,0.0713,0.189,0.0,0.0767,0.728,121.032,audio_features,2fZQIJew3nkNe99s2PKzul,spotify:track:2fZQIJew3nkNe99s2PKzul,https://api.spotify.com/v1/tracks/2fZQIJew3nkNe99s2PKzul,https://api.spotify.com/v1/audio-analysis/2fZQIJew3nkNe99s2PKzul,214648,4
199,God Bless the Internet,SAINt JHN,Collection One,1VpboWlDInrooavFza6m3k,0.741,0.512,2,-9.568,0,0.34,0.486,0.0,0.143,0.671,87.022,audio_features,1VpboWlDInrooavFza6m3k,spotify:track:1VpboWlDInrooavFza6m3k,https://api.spotify.com/v1/tracks/1VpboWlDInrooavFza6m3k,https://api.spotify.com/v1/audio-analysis/1VpboWlDInrooavFza6m3k,229999,4
200,ILYSB - STRIPPED,LANY,Make Out,3Dkvp3L4w0uJFYfIPa8E9H,0.661,0.393,5,-8.199,1,0.0554,0.546,0.000131,0.11,0.165,83.851,audio_features,3Dkvp3L4w0uJFYfIPa8E9H,spotify:track:3Dkvp3L4w0uJFYfIPa8E9H,https://api.spotify.com/v1/tracks/3Dkvp3L4w0uJFYfIPa8E9H,https://api.spotify.com/v1/audio-analysis/3Dkvp3L4w0uJFYfIPa8E9H,244820,4
201,Deja Vu,Post Malone,Stoney (Deluxe),0H8XeaJunhvpBdBFIYi6Sh,0.62,0.69,7,-6.508,1,0.0493,0.0931,0.0,0.131,0.331,133.935,audio_features,0H8XeaJunhvpBdBFIYi6Sh,spotify:track:0H8XeaJunhvpBdBFIYi6Sh,https://api.spotify.com/v1/tracks/0H8XeaJunhvpBdBFIYi6Sh,https://api.spotify.com/v1/audio-analysis/0H8XeaJunhvpBdBFIYi6Sh,234213,4
202,Daddy Issues,The Neighbourhood,Wiped Out!,5E30LdtzQTGqRvNd7l6kG5,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,audio_features,5E30LdtzQTGqRvNd7l6kG5,spotify:track:5E30LdtzQTGqRvNd7l6kG5,https://api.spotify.com/v1/tracks/5E30LdtzQTGqRvNd7l6kG5,https://api.spotify.com/v1/audio-analysis/5E30LdtzQTGqRvNd7l6kG5,260173,4
203,Summertime Sadness,Lana Del Rey,Born to Die,6PUIzlqotEmPuBfjbwYWOB,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,audio_features,6PUIzlqotEmPuBfjbwYWOB,spotify:track:6PUIzlqotEmPuBfjbwYWOB,https://api.spotify.com/v1/tracks/6PUIzlqotEmPuBfjbwYWOB,https://api.spotify.com/v1/audio-analysis/6PUIzlqotEmPuBfjbwYWOB,214912,4
204,Snow White,Dennis Lloyd,Snow White,0T4YziOpifV4Eo9XsMPp2X,0.634,0.409,4,-5.517,0,0.0501,0.557,0.0,0.102,0.249,116.112,audio_features,0T4YziOpifV4Eo9XsMPp2X,spotify:track:0T4YziOpifV4Eo9XsMPp2X,https://api.spotify.com/v1/tracks/0T4YziOpifV4Eo9XsMPp2X,https://api.spotify.com/v1/audio-analysis/0T4YziOpifV4Eo9XsMPp2X,195919,4
205,Never Go Back,Dennis Lloyd,Never Go Back,2QrXzOqLCVDRZHkToA0tSR,0.421,0.653,9,-4.85,0,0.398,0.0135,0.0,0.114,0.733,78.6,audio_features,2QrXzOqLCVDRZHkToA0tSR,spotify:track:2QrXzOqLCVDRZHkToA0tSR,https://api.spotify.com/v1/tracks/2QrXzOqLCVDRZHkToA0tSR,https://api.spotify.com/v1/audio-analysis/2QrXzOqLCVDRZHkToA0tSR,175424,4
206,I Feel Like I'm Drowning,Two Feet,I Feel Like I'm Drowning,3aauaXWRgwCMoykMbI0Jq1,0.717,0.577,8,-5.436,1,0.0491,0.708,0.00428,0.0899,0.235,104.927,audio_features,3aauaXWRgwCMoykMbI0Jq1,spotify:track:3aauaXWRgwCMoykMbI0Jq1,https://api.spotify.com/v1/tracks/3aauaXWRgwCMoykMbI0Jq1,https://api.spotify.com/v1/audio-analysis/3aauaXWRgwCMoykMbI0Jq1,185520,3
207,stfu,mansionz,Mansionz,2p4p9YGwmJIdf5IA9sSWhm,0.822,0.471,1,-7.303,0,0.193,0.186,0.0,0.215,0.512,135.07,audio_features,2p4p9YGwmJIdf5IA9sSWhm,spotify:track:2p4p9YGwmJIdf5IA9sSWhm,https://api.spotify.com/v1/tracks/2p4p9YGwmJIdf5IA9sSWhm,https://api.spotify.com/v1/audio-analysis/2p4p9YGwmJIdf5IA9sSWhm,230878,4
208,Nevermind,Dennis Lloyd,Nevermind,63SevszngYpZOwf63o61K4,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,audio_features,63SevszngYpZOwf63o61K4,spotify:track:63SevszngYpZOwf63o61K4,https://api.spotify.com/v1/tracks/63SevszngYpZOwf63o61K4,https://api.spotify.com/v1/audio-analysis/63SevszngYpZOwf63o61K4,156600,4
209,New Girl,FINNEAS,NEW GIRL,5xtBRnNNSUihY0J6zi4Ytc,0.71,0.386,8,-7.374,0,0.0476,0.653,1.98e-05,0.163,0.351,75.001,audio_features,5xtBRnNNSUihY0J6zi4Ytc,spotify:track:5xtBRnNNSUihY0J6zi4Ytc,https://api.spotify.com/v1/tracks/5xtBRnNNSUihY0J6zi4Ytc,https://api.spotify.com/v1/audio-analysis/5xtBRnNNSUihY0J6zi4Ytc,181437,4
210,Love Is a Bitch,Two Feet,Love Is a Bitch,6MiVIH3fQlmz44jGx2DXn4,0.532,0.178,9,-9.754,0,0.0541,0.614,0.14,0.0985,0.103,149.879,audio_features,6MiVIH3fQlmz44jGx2DXn4,spotify:track:6MiVIH3fQlmz44jGx2DXn4,https://api.spotify.com/v1/tracks/6MiVIH3fQlmz44jGx2DXn4,https://api.spotify.com/v1/audio-analysis/6MiVIH3fQlmz44jGx2DXn4,181467,3
211,Kill Our Way to Heaven,Michl,Michl,6MDA9JR00rgB20dIVqaDe9,0.466,0.448,10,-8.73,0,0.0921,0.863,0.000186,0.255,0.251,71.426,audio_features,6MDA9JR00rgB20dIVqaDe9,spotify:track:6MDA9JR00rgB20dIVqaDe9,https://api.spotify.com/v1/tracks/6MDA9JR00rgB20dIVqaDe9,https://api.spotify.com/v1/audio-analysis/6MDA9JR00rgB20dIVqaDe9,234930,4
212,Luxuries,Folded Like Fabric,Luxuries,2f0GPcu0JwzLfUuYJXZWah,0.481,0.362,11,-10.038,0,0.167,0.657,0.0,0.485,0.199,115.155,audio_features,2f0GPcu0JwzLfUuYJXZWah,spotify:track:2f0GPcu0JwzLfUuYJXZWah,https://api.spotify.com/v1/tracks/2f0GPcu0JwzLfUuYJXZWah,https://api.spotify.com/v1/audio-analysis/2f0GPcu0JwzLfUuYJXZWah,196213,5
213,Had Some Drinks,Two Feet,Had Some Drinks,6gGBL1uMBcNUOzSYfKreID,0.825,0.304,5,-11.597,1,0.101,0.14,0.000498,0.147,0.3,84.927,audio_features,6gGBL1uMBcNUOzSYfKreID,spotify:track:6gGBL1uMBcNUOzSYfKreID,https://api.spotify.com/v1/tracks/6gGBL1uMBcNUOzSYfKreID,https://api.spotify.com/v1/audio-analysis/6gGBL1uMBcNUOzSYfKreID,140973,4
214,Up There,Post Malone,Stoney (Deluxe),2rKmNEYrQxaOPZrOWKZpOc,0.654,0.378,5,-8.108,0,0.0322,0.373,1.07e-05,0.0971,0.437,72.976,audio_features,2rKmNEYrQxaOPZrOWKZpOc,spotify:track:2rKmNEYrQxaOPZrOWKZpOc,https://api.spotify.com/v1/tracks/2rKmNEYrQxaOPZrOWKZpOc,https://api.spotify.com/v1/audio-analysis/2rKmNEYrQxaOPZrOWKZpOc,194827,4
215,Miss Independent,Ne-Yo,Year of the Gentleman (Bonus Track Edition),34ceTg8ChN5HjrqiIYCn9Q,0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86,audio_features,34ceTg8ChN5HjrqiIYCn9Q,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q,https://api.spotify.com/v1/audio-analysis/34ceTg8ChN5HjrqiIYCn9Q,232000,4
216,Slide,H.E.R.,Slide,2rTnVB1bvwxHtaIl4uVu7f,0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028,audio_features,2rTnVB1bvwxHtaIl4uVu7f,spotify:track:2rTnVB1bvwxHtaIl4uVu7f,https://api.spotify.com/v1/tracks/2rTnVB1bvwxHtaIl4uVu7f,https://api.spotify.com/v1/audio-analysis/2rTnVB1bvwxHtaIl4uVu7f,238321,4
217,If I Ever Fall In Love,Shai,If I Ever Fall In Love,1jCsCYgzQQHk3bDJDuFbNi,0.402,0.205,6,-11.232,1,0.038,0.758,0.0,0.147,0.42,143.994,audio_features,1jCsCYgzQQHk3bDJDuFbNi,spotify:track:1jCsCYgzQQHk3bDJDuFbNi,https://api.spotify.com/v1/tracks/1jCsCYgzQQHk3bDJDuFbNi,https://api.spotify.com/v1/audio-analysis/1jCsCYgzQQHk3bDJDuFbNi,189027,4
218,Broke,Samm Henshaw,Broke,1JqcZQCnxjDOfZZwQidb1H,0.751,0.684,1,-4.325,1,0.303,0.433,5.92e-06,0.18,0.864,89.984,audio_features,1JqcZQCnxjDOfZZwQidb1H,spotify:track:1JqcZQCnxjDOfZZwQidb1H,https://api.spotify.com/v1/tracks/1JqcZQCnxjDOfZZwQidb1H,https://api.spotify.com/v1/audio-analysis/1JqcZQCnxjDOfZZwQidb1H,207722,4
219,Goodbye Yellow Brick Road,Hunter Hayes,Goodbye Yellow Brick Road (Remastered / Deluxe Edition),4IjUJOTVhLGNXt5ortPfK1,0.433,0.643,4,-6.098,1,0.0366,0.0565,0.0,0.099,0.383,131.406,audio_features,4IjUJOTVhLGNXt5ortPfK1,spotify:track:4IjUJOTVhLGNXt5ortPfK1,https://api.spotify.com/v1/tracks/4IjUJOTVhLGNXt5ortPfK1,https://api.spotify.com/v1/audio-analysis/4IjUJOTVhLGNXt5ortPfK1,188601,4
220,Remind Me to Forget,Kygo,Kids in Love,5sIx4BlfYGuZeSLF40N9GH,0.685,0.508,0,-6.4,1,0.0987,0.193,0.0,0.139,0.315,99.063,audio_features,5sIx4BlfYGuZeSLF40N9GH,spotify:track:5sIx4BlfYGuZeSLF40N9GH,https://api.spotify.com/v1/tracks/5sIx4BlfYGuZeSLF40N9GH,https://api.spotify.com/v1/audio-analysis/5sIx4BlfYGuZeSLF40N9GH,217287,4
221,Heartless,The Weeknd,After Hours,6bnF93Rx87YqUBLSgjiMU8,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,audio_features,6bnF93Rx87YqUBLSgjiMU8,spotify:track:6bnF93Rx87YqUBLSgjiMU8,https://api.spotify.com/v1/tracks/6bnF93Rx87YqUBLSgjiMU8,https://api.spotify.com/v1/audio-analysis/6bnF93Rx87YqUBLSgjiMU8,198267,4
222,Temperature,Sean Paul,The Trinity,0k2GOhqsrxDTAbFFSdNJjT,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,audio_features,0k2GOhqsrxDTAbFFSdNJjT,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,https://api.spotify.com/v1/tracks/0k2GOhqsrxDTAbFFSdNJjT,https://api.spotify.com/v1/audio-analysis/0k2GOhqsrxDTAbFFSdNJjT,218573,4
223,When I Grow Up,The Pussycat Dolls,Doll Domination (Deluxe),21pySLskKIKrhDziCX5ojQ,0.671,0.685,11,-5.762,0,0.05,0.00165,0.0,0.398,0.368,118.449,audio_features,21pySLskKIKrhDziCX5ojQ,spotify:track:21pySLskKIKrhDziCX5ojQ,https://api.spotify.com/v1/tracks/21pySLskKIKrhDziCX5ojQ,https://api.spotify.com/v1/audio-analysis/21pySLskKIKrhDziCX5ojQ,245680,4
224,Don't Cha,The Pussycat Dolls,PCD,1gZ7i4qxXkHZb1r6eioaAP,0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,audio_features,1gZ7i4qxXkHZb1r6eioaAP,spotify:track:1gZ7i4qxXkHZb1r6eioaAP,https://api.spotify.com/v1/tracks/1gZ7i4qxXkHZb1r6eioaAP,https://api.spotify.com/v1/audio-analysis/1gZ7i4qxXkHZb1r6eioaAP,272080,4
225,Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),6jEZLz3YpnEBRpVkv35AmP,0.857,0.801,0,-6.499,1,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,audio_features,6jEZLz3YpnEBRpVkv35AmP,spotify:track:6jEZLz3YpnEBRpVkv35AmP,https://api.spotify.com/v1/tracks/6jEZLz3YpnEBRpVkv35AmP,https://api.spotify.com/v1/audio-analysis/6jEZLz3YpnEBRpVkv35AmP,192600,4
226,Buttons,The Pussycat Dolls,PCD,3BxWKCI06eQ5Od8TY2JBeA,0.57,0.821,2,-4.38,1,0.267,0.178,0.0,0.289,0.408,210.857,audio_features,3BxWKCI06eQ5Od8TY2JBeA,spotify:track:3BxWKCI06eQ5Od8TY2JBeA,https://api.spotify.com/v1/tracks/3BxWKCI06eQ5Od8TY2JBeA,https://api.spotify.com/v1/audio-analysis/3BxWKCI06eQ5Od8TY2JBeA,225560,4
227,Around The World (la la la la la) - Radio Version,A Touch of Class,Just The Best 4/2000,7CvOnbFdnIoXMQ4eFCo5lB,0.617,0.977,9,-7.028,0,0.0276,0.153,0.0016,0.133,0.679,131.965,audio_features,7CvOnbFdnIoXMQ4eFCo5lB,spotify:track:7CvOnbFdnIoXMQ4eFCo5lB,https://api.spotify.com/v1/tracks/7CvOnbFdnIoXMQ4eFCo5lB,https://api.spotify.com/v1/audio-analysis/7CvOnbFdnIoXMQ4eFCo5lB,214533,4
228,Impossible,James Arthur,James Arthur (Deluxe),5yVIlYEHZxQVLyInCdldoS,0.376,0.696,0,-4.785,0,0.0949,0.141,0.0,0.11,0.303,169.515,audio_features,5yVIlYEHZxQVLyInCdldoS,spotify:track:5yVIlYEHZxQVLyInCdldoS,https://api.spotify.com/v1/tracks/5yVIlYEHZxQVLyInCdldoS,https://api.spotify.com/v1/audio-analysis/5yVIlYEHZxQVLyInCdldoS,209440,4
229,My Favorite Part,Mac Miller,The Divine Feminine,66wkCYWlXzSTQAfnsPBptt,0.861,0.33,6,-7.194,1,0.0526,0.627,1.93e-06,0.14,0.718,95.016,audio_features,66wkCYWlXzSTQAfnsPBptt,spotify:track:66wkCYWlXzSTQAfnsPBptt,https://api.spotify.com/v1/tracks/66wkCYWlXzSTQAfnsPBptt,https://api.spotify.com/v1/audio-analysis/66wkCYWlXzSTQAfnsPBptt,216000,4
230,All The Shine,Childish Gambino,Camp,7iSlHsDWlZxSHt5igejoc6,0.34,0.579,0,-8.054,0,0.133,0.0217,0.000132,0.15,0.362,80.077,audio_features,7iSlHsDWlZxSHt5igejoc6,spotify:track:7iSlHsDWlZxSHt5igejoc6,https://api.spotify.com/v1/tracks/7iSlHsDWlZxSHt5igejoc6,https://api.spotify.com/v1/audio-analysis/7iSlHsDWlZxSHt5igejoc6,346013,4
231,all the good girls go to hell,Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,audio_features,6IRdLKIyS4p7XNiP8r6rsx,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,168840,4
232,bury a friend,Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,audio_features,4SSnFejRGlZikf02HLewEF,spotify:track:4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,193143,4
233,when the party's over,Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,audio_features,43zdsphuZLzwA9k4DJhU0I,spotify:track:43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,196077,4
234,No Time to Die,Billie Eilish,no time to die,73SpzrcaHk0RQPFP73vqVR,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,audio_features,73SpzrcaHk0RQPFP73vqVR,spotify:track:73SpzrcaHk0RQPFP73vqVR,https://api.spotify.com/v1/tracks/73SpzrcaHk0RQPFP73vqVR,https://api.spotify.com/v1/audio-analysis/73SpzrcaHk0RQPFP73vqVR,242265,4
235,I Want You To Love Me,Fiona Apple,Fetch the Bolt Cutters,73SBAGI4fPFm4VkB3NjXq8,0.528,0.504,9,-8.821,0,0.09,0.559,0.0414,0.0936,0.712,141.369,audio_features,73SBAGI4fPFm4VkB3NjXq8,spotify:track:73SBAGI4fPFm4VkB3NjXq8,https://api.spotify.com/v1/tracks/73SBAGI4fPFm4VkB3NjXq8,https://api.spotify.com/v1/audio-analysis/73SBAGI4fPFm4VkB3NjXq8,237713,3
236,Good in Goodbye,Madison Beer,Good in Goodbye,1GVF9369j7InydwGztCDIZ,0.658,0.698,11,-5.95,0,0.177,0.433,0.0,0.174,0.457,139.054,audio_features,1GVF9369j7InydwGztCDIZ,spotify:track:1GVF9369j7InydwGztCDIZ,https://api.spotify.com/v1/tracks/1GVF9369j7InydwGztCDIZ,https://api.spotify.com/v1/audio-analysis/1GVF9369j7InydwGztCDIZ,141949,4
237,Dontmakemefallinlove,Cuco,Chiquito,6zHyWsqTzT6Fympdy9KQDQ,0.388,0.904,8,-4.934,1,0.0741,0.373,0.431,0.0755,0.839,103.802,audio_features,6zHyWsqTzT6Fympdy9KQDQ,spotify:track:6zHyWsqTzT6Fympdy9KQDQ,https://api.spotify.com/v1/tracks/6zHyWsqTzT6Fympdy9KQDQ,https://api.spotify.com/v1/audio-analysis/6zHyWsqTzT6Fympdy9KQDQ,207692,4
238,Rollin (feat. Future & Khalid),Calvin Harris,Rollin (Feat. Future & Khalid),3FDrI0FLKzrYQiWxPhqV2W,0.754,0.762,6,-4.486,0,0.0849,0.45,6.67e-05,0.224,0.673,92.002,audio_features,3FDrI0FLKzrYQiWxPhqV2W,spotify:track:3FDrI0FLKzrYQiWxPhqV2W,https://api.spotify.com/v1/tracks/3FDrI0FLKzrYQiWxPhqV2W,https://api.spotify.com/v1/audio-analysis/3FDrI0FLKzrYQiWxPhqV2W,272667,4
239,Stay,Khalid,Uncle Drew (Original Motion Picture Soundtrack),43cCZRdT1nybOMWrjimFWB,0.666,0.628,5,-7.869,0,0.0504,0.228,2.43e-06,0.0834,0.429,124.936,audio_features,43cCZRdT1nybOMWrjimFWB,spotify:track:43cCZRdT1nybOMWrjimFWB,https://api.spotify.com/v1/tracks/43cCZRdT1nybOMWrjimFWB,https://api.spotify.com/v1/audio-analysis/43cCZRdT1nybOMWrjimFWB,204613,4
240,Remember Me,UMI,Remember Me,630Ug0XtmhhFvAKo0PNuEI,0.84,0.344,5,-8.613,0,0.0374,0.456,3.36e-05,0.35,0.526,111.994,audio_features,630Ug0XtmhhFvAKo0PNuEI,spotify:track:630Ug0XtmhhFvAKo0PNuEI,https://api.spotify.com/v1/tracks/630Ug0XtmhhFvAKo0PNuEI,https://api.spotify.com/v1/audio-analysis/630Ug0XtmhhFvAKo0PNuEI,199227,4
241,Love on the Brain,Rihanna,ANTI (Deluxe),5oO3drDxtziYU2H1X23ZIp,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,audio_features,5oO3drDxtziYU2H1X23ZIp,spotify:track:5oO3drDxtziYU2H1X23ZIp,https://api.spotify.com/v1/tracks/5oO3drDxtziYU2H1X23ZIp,https://api.spotify.com/v1/audio-analysis/5oO3drDxtziYU2H1X23ZIp,224000,3
242,Love Songs - Bonus,Kaash Paige,Parked Car Convos,6qL5UWxRSQYml9O99ozoLv,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,audio_features,6qL5UWxRSQYml9O99ozoLv,spotify:track:6qL5UWxRSQYml9O99ozoLv,https://api.spotify.com/v1/tracks/6qL5UWxRSQYml9O99ozoLv,https://api.spotify.com/v1/audio-analysis/6qL5UWxRSQYml9O99ozoLv,148640,4
243,Closer,Powers,Closer,2JdzcxKSk7raYujsLYUXvi,0.796,0.615,10,-6.105,1,0.0385,0.0309,2.01e-05,0.278,0.858,114.008,audio_features,2JdzcxKSk7raYujsLYUXvi,spotify:track:2JdzcxKSk7raYujsLYUXvi,https://api.spotify.com/v1/tracks/2JdzcxKSk7raYujsLYUXvi,https://api.spotify.com/v1/audio-analysis/2JdzcxKSk7raYujsLYUXvi,214907,4
244,MONOPOLY (with Victoria Monét),Ariana Grande,MONOPOLY,6tsOcBnaKgzK22yEiqRh8P,0.892,0.507,0,-8.282,1,0.378,0.704,3.14e-05,0.109,0.695,143.96,audio_features,6tsOcBnaKgzK22yEiqRh8P,spotify:track:6tsOcBnaKgzK22yEiqRh8P,https://api.spotify.com/v1/tracks/6tsOcBnaKgzK22yEiqRh8P,https://api.spotify.com/v1/audio-analysis/6tsOcBnaKgzK22yEiqRh8P,158587,4
245,I Like U,Niki,I Like U,6f7BE3VcZScJx6n3wsf5Z3,0.48,0.526,5,-7.099,1,0.275,0.071,0.0,0.0879,0.374,199.662,audio_features,6f7BE3VcZScJx6n3wsf5Z3,spotify:track:6f7BE3VcZScJx6n3wsf5Z3,https://api.spotify.com/v1/tracks/6f7BE3VcZScJx6n3wsf5Z3,https://api.spotify.com/v1/audio-analysis/6f7BE3VcZScJx6n3wsf5Z3,267733,3
