,track,artist,album,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
305,Cyber Sex,Doja Cat,Hot Pink,1ghvzmzpx2nnrbx7wtpMgo,0.917,0.657,8,-5.716,1,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,audio_features,1ghvzmzpx2nnrbx7wtpMgo,spotify:track:1ghvzmzpx2nnrbx7wtpMgo,https://api.spotify.com/v1/tracks/1ghvzmzpx2nnrbx7wtpMgo,https://api.spotify.com/v1/audio-analysis/1ghvzmzpx2nnrbx7wtpMgo,165733,4
306,Girls Need Love (with Drake) - Remix,Summer Walker,Last Day Of Summer,14SaZBTjxlorHJQxXh01Hu,0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,audio_features,14SaZBTjxlorHJQxXh01Hu,spotify:track:14SaZBTjxlorHJQxXh01Hu,https://api.spotify.com/v1/tracks/14SaZBTjxlorHJQxXh01Hu,https://api.spotify.com/v1/audio-analysis/14SaZBTjxlorHJQxXh01Hu,222374,4
307,Don't Wanna Fall In Love,KYLE,Smyle (Extended),41Wez07tvAmZMrYHi2K86j,0.487,0.617,0,-6.9,1,0.275,0.0151,0.0,0.356,0.604,132.088,audio_features,41Wez07tvAmZMrYHi2K86j,spotify:track:41Wez07tvAmZMrYHi2K86j,https://api.spotify.com/v1/tracks/41Wez07tvAmZMrYHi2K86j,https://api.spotify.com/v1/audio-analysis/41Wez07tvAmZMrYHi2K86j,232368,4
308,EX,Kiana Ledé,Selfless,47cQCF21TczFSmGfpd7c07,0.763,0.537,9,-7.018,0,0.246,0.231,0.0,0.109,0.426,73.51,audio_features,47cQCF21TczFSmGfpd7c07,spotify:track:47cQCF21TczFSmGfpd7c07,https://api.spotify.com/v1/tracks/47cQCF21TczFSmGfpd7c07,https://api.spotify.com/v1/audio-analysis/47cQCF21TczFSmGfpd7c07,222387,4
309,SUGAR,BROCKHAMPTON,GINGER,6U0FIYXCQ3TGrk4tFpLrEA,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,audio_features,6U0FIYXCQ3TGrk4tFpLrEA,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA,https://api.spotify.com/v1/tracks/6U0FIYXCQ3TGrk4tFpLrEA,https://api.spotify.com/v1/audio-analysis/6U0FIYXCQ3TGrk4tFpLrEA,204533,4
310,Paradise,Bazzi,Soul Searching,0Rx0DJI556Ix5gBny6EWmn,0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,audio_features,0Rx0DJI556Ix5gBny6EWmn,spotify:track:0Rx0DJI556Ix5gBny6EWmn,https://api.spotify.com/v1/tracks/0Rx0DJI556Ix5gBny6EWmn,https://api.spotify.com/v1/audio-analysis/0Rx0DJI556Ix5gBny6EWmn,169038,4
311,Dance Monkey,Tones and I,Dance Monkey,2XU0oxnq2qxCpomAAuJY8K,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,audio_features,2XU0oxnq2qxCpomAAuJY8K,spotify:track:2XU0oxnq2qxCpomAAuJY8K,https://api.spotify.com/v1/tracks/2XU0oxnq2qxCpomAAuJY8K,https://api.spotify.com/v1/audio-analysis/2XU0oxnq2qxCpomAAuJY8K,209438,4
312,Pancake Robot,Parry Gripp,Pancake Robot,4r8XuG6Z08JOYEBlNklWES,0.81,0.957,0,-5.426,1,0.0716,0.186,0.0,0.306,0.785,135.977,audio_features,4r8XuG6Z08JOYEBlNklWES,spotify:track:4r8XuG6Z08JOYEBlNklWES,https://api.spotify.com/v1/tracks/4r8XuG6Z08JOYEBlNklWES,https://api.spotify.com/v1/audio-analysis/4r8XuG6Z08JOYEBlNklWES,102574,4
313,Losin Control,Russ,There's Really A Wolf,4cxMGhkinTocPSVVKWIw0d,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,audio_features,4cxMGhkinTocPSVVKWIw0d,spotify:track:4cxMGhkinTocPSVVKWIw0d,https://api.spotify.com/v1/tracks/4cxMGhkinTocPSVVKWIw0d,https://api.spotify.com/v1/audio-analysis/4cxMGhkinTocPSVVKWIw0d,237507,4
314,3:15,Bazzi,Cosmic,6pmZMP2ET1OJi5rKfLO8jD,0.651,0.654,1,-5.481,1,0.0466,0.385,0.0,0.181,0.539,141.975,audio_features,6pmZMP2ET1OJi5rKfLO8jD,spotify:track:6pmZMP2ET1OJi5rKfLO8jD,https://api.spotify.com/v1/tracks/6pmZMP2ET1OJi5rKfLO8jD,https://api.spotify.com/v1/audio-analysis/6pmZMP2ET1OJi5rKfLO8jD,167019,4
315,Mooo!,Doja Cat,Amala (Deluxe Version),043dDJ9u0PQ3ooAXMgcwOe,0.869,0.532,7,-7.186,1,0.23,0.517,0.0,0.103,0.509,89.004,audio_features,043dDJ9u0PQ3ooAXMgcwOe,spotify:track:043dDJ9u0PQ3ooAXMgcwOe,https://api.spotify.com/v1/tracks/043dDJ9u0PQ3ooAXMgcwOe,https://api.spotify.com/v1/audio-analysis/043dDJ9u0PQ3ooAXMgcwOe,285053,4
316,Dirty Laundry,Blackbear,deadroses,0qgZvYWLIqDn0tXimF8gPa,0.766,0.64,0,-8.899,1,0.0345,0.051,0.0,0.237,0.67,100.044,audio_features,0qgZvYWLIqDn0tXimF8gPa,spotify:track:0qgZvYWLIqDn0tXimF8gPa,https://api.spotify.com/v1/tracks/0qgZvYWLIqDn0tXimF8gPa,https://api.spotify.com/v1/audio-analysis/0qgZvYWLIqDn0tXimF8gPa,165600,4
317,Blueberry Faygo,Lil Mosey,Certified Hitmaker,6wJYhPfqk3KGhHRG76WzOh,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,audio_features,6wJYhPfqk3KGhHRG76WzOh,spotify:track:6wJYhPfqk3KGhHRG76WzOh,https://api.spotify.com/v1/tracks/6wJYhPfqk3KGhHRG76WzOh,https://api.spotify.com/v1/audio-analysis/6wJYhPfqk3KGhHRG76WzOh,162547,4
318,Kiss Me Thru The Phone,Soulja Boy,iSouljaBoyTellEm,2q4rjDy9WhaN3o9MvDbO21,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,audio_features,2q4rjDy9WhaN3o9MvDbO21,spotify:track:2q4rjDy9WhaN3o9MvDbO21,https://api.spotify.com/v1/tracks/2q4rjDy9WhaN3o9MvDbO21,https://api.spotify.com/v1/audio-analysis/2q4rjDy9WhaN3o9MvDbO21,193387,4
319,Trip,Ella Mai,Ella Mai,6CTWathupIiDs7U4InHnDA,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,audio_features,6CTWathupIiDs7U4InHnDA,spotify:track:6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/tracks/6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/audio-analysis/6CTWathupIiDs7U4InHnDA,213993,4
320,Wow.,Post Malone,Hollywood's Bleeding,7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,audio_features,7xQAfvXzm3AkraOtGPWIZg,spotify:track:7xQAfvXzm3AkraOtGPWIZg,https://api.spotify.com/v1/tracks/7xQAfvXzm3AkraOtGPWIZg,https://api.spotify.com/v1/audio-analysis/7xQAfvXzm3AkraOtGPWIZg,149547,4
321,The Weekend - Funk Wav Remix,SZA,The Weekend (Funk Wav Remix),0P6AWOA4LG1XOctzaVu5tt,0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925,audio_features,0P6AWOA4LG1XOctzaVu5tt,spotify:track:0P6AWOA4LG1XOctzaVu5tt,https://api.spotify.com/v1/tracks/0P6AWOA4LG1XOctzaVu5tt,https://api.spotify.com/v1/audio-analysis/0P6AWOA4LG1XOctzaVu5tt,171806,4
322,Chun-Li,Nicki Minaj,Queen,1e4rwBPVI32vZtTJu7mJ4J,0.69,0.729,6,-5.08,0,0.372,0.276,5.08e-05,0.106,0.478,128.96,audio_features,1e4rwBPVI32vZtTJu7mJ4J,spotify:track:1e4rwBPVI32vZtTJu7mJ4J,https://api.spotify.com/v1/tracks/1e4rwBPVI32vZtTJu7mJ4J,https://api.spotify.com/v1/audio-analysis/1e4rwBPVI32vZtTJu7mJ4J,191600,5
323,Break My Heart,Dua Lipa,bReAK mY heART,1raaNykBg1bDnWENUiglUA,0.73,0.729,4,-3.434,0,0.0886,0.167,1.39e-06,0.349,0.467,113.012,audio_features,1raaNykBg1bDnWENUiglUA,spotify:track:1raaNykBg1bDnWENUiglUA,https://api.spotify.com/v1/tracks/1raaNykBg1bDnWENUiglUA,https://api.spotify.com/v1/audio-analysis/1raaNykBg1bDnWENUiglUA,221820,4
324,Boyfriend,Selena Gomez,Rare (Deluxe),4QnC1bIaMSfDQvF4XDhV5M,0.811,0.512,2,-6.381,1,0.17,0.218,0.0262,0.0768,0.346,92.046,audio_features,4QnC1bIaMSfDQvF4XDhV5M,spotify:track:4QnC1bIaMSfDQvF4XDhV5M,https://api.spotify.com/v1/tracks/4QnC1bIaMSfDQvF4XDhV5M,https://api.spotify.com/v1/audio-analysis/4QnC1bIaMSfDQvF4XDhV5M,161188,4
325,Sunday Best,SurFaces,Where the Light Is,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,audio_features,1Cv1YLb4q0RzL6pybtaMLo,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,https://api.spotify.com/v1/tracks/1Cv1YLb4q0RzL6pybtaMLo,https://api.spotify.com/v1/audio-analysis/1Cv1YLb4q0RzL6pybtaMLo,158571,4
326,I’m Ready (with Demi Lovato),Sam Smith,I’m Ready (with Demi Lovato),1fipvP2zmef6vN2IwXfJhY,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051,audio_features,1fipvP2zmef6vN2IwXfJhY,spotify:track:1fipvP2zmef6vN2IwXfJhY,https://api.spotify.com/v1/tracks/1fipvP2zmef6vN2IwXfJhY,https://api.spotify.com/v1/audio-analysis/1fipvP2zmef6vN2IwXfJhY,200838,4
327,PICK UP (feat. Quavo),DaBaby,Blame It On Baby,5gNOINI5dXZVom2b36LMOd,0.915,0.612,1,-4.535,1,0.407,0.0944,0.0,0.115,0.758,129.93,audio_features,5gNOINI5dXZVom2b36LMOd,spotify:track:5gNOINI5dXZVom2b36LMOd,https://api.spotify.com/v1/tracks/5gNOINI5dXZVom2b36LMOd,https://api.spotify.com/v1/audio-analysis/5gNOINI5dXZVom2b36LMOd,118547,4
328,ROCKSTAR (feat. Roddy Ricch),DaBaby,Blame It On Baby,7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,audio_features,7ytR5pFWmSjzHJIeQkgog4,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733,4
329,American Boy,Estelle,Shine,22UDw8rSfLbUsaAGTXQ4Z8,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,audio_features,22UDw8rSfLbUsaAGTXQ4Z8,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/tracks/22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/audio-analysis/22UDw8rSfLbUsaAGTXQ4Z8,284733,4
330,...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,audio_features,3MjUtNVVq3C8Fn0MP3zhXa,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/audio-analysis/3MjUtNVVq3C8Fn0MP3zhXa,211067,4
331,F You I Love You (feat. Teyana Taylor),KYLE,Light of Mine (Deluxe),27aGlicHJKf5QY20looYlR,0.756,0.486,9,-6.491,0,0.2,0.138,0.0,0.116,0.586,98.05,audio_features,27aGlicHJKf5QY20looYlR,spotify:track:27aGlicHJKf5QY20looYlR,https://api.spotify.com/v1/tracks/27aGlicHJKf5QY20looYlR,https://api.spotify.com/v1/audio-analysis/27aGlicHJKf5QY20looYlR,236296,4
332,Like I Do,El Grande,Get Done,07AzLEckkySy037INOc3Ok,0.553,0.361,5,-10.204,0,0.136,0.58,0.0,0.0947,0.514,131.441,audio_features,07AzLEckkySy037INOc3Ok,spotify:track:07AzLEckkySy037INOc3Ok,https://api.spotify.com/v1/tracks/07AzLEckkySy037INOc3Ok,https://api.spotify.com/v1/audio-analysis/07AzLEckkySy037INOc3Ok,288381,4
333,Breezeblocks,alt-J,An Awesome Wave,3n69hLUdIsSa1WlRmjMZlW,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,audio_features,3n69hLUdIsSa1WlRmjMZlW,spotify:track:3n69hLUdIsSa1WlRmjMZlW,https://api.spotify.com/v1/tracks/3n69hLUdIsSa1WlRmjMZlW,https://api.spotify.com/v1/audio-analysis/3n69hLUdIsSa1WlRmjMZlW,227080,4
334,Sunflower,Rex Orange County,Sunflower,4EpZ4eYuZOwPSSwyqpdHnJ,0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,audio_features,4EpZ4eYuZOwPSSwyqpdHnJ,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ,https://api.spotify.com/v1/tracks/4EpZ4eYuZOwPSSwyqpdHnJ,https://api.spotify.com/v1/audio-analysis/4EpZ4eYuZOwPSSwyqpdHnJ,252231,4
335,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,1EzrEOXmMH3G43AXT1y7pA,0.686,0.457,11,-8.322,1,0.0468,0.595,0.0,0.105,0.718,150.953,audio_features,1EzrEOXmMH3G43AXT1y7pA,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242187,4
336,Omen - Radio Edit,Disclosure,Omen (Radio Edit),78EQ5LZGgviMU9k0zrqv1r,0.671,0.786,8,-4.857,1,0.14,0.115,0.0,0.363,0.621,106.057,audio_features,78EQ5LZGgviMU9k0zrqv1r,spotify:track:78EQ5LZGgviMU9k0zrqv1r,https://api.spotify.com/v1/tracks/78EQ5LZGgviMU9k0zrqv1r,https://api.spotify.com/v1/audio-analysis/78EQ5LZGgviMU9k0zrqv1r,196817,4
337,Love Is A Losing Game,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),0FDabUXsNRn1yS65CzEF2Y,0.24,0.232,0,-8.934,1,0.0351,0.948,3.06e-05,0.11,0.182,74.612,audio_features,0FDabUXsNRn1yS65CzEF2Y,spotify:track:0FDabUXsNRn1yS65CzEF2Y,https://api.spotify.com/v1/tracks/0FDabUXsNRn1yS65CzEF2Y,https://api.spotify.com/v1/audio-analysis/0FDabUXsNRn1yS65CzEF2Y,177690,4
338,Writing's On The Wall - From Spectre Soundtrack,Sam Smith,Writing's on the Wall,1PWnAEQcbwQwK759otUbta,0.261,0.302,5,-8.19,0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,audio_features,1PWnAEQcbwQwK759otUbta,spotify:track:1PWnAEQcbwQwK759otUbta,https://api.spotify.com/v1/tracks/1PWnAEQcbwQwK759otUbta,https://api.spotify.com/v1/audio-analysis/1PWnAEQcbwQwK759otUbta,278987,3
339,Drowning Shadows,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),4dtU73n96G2Qutw4rJ7cOc,0.289,0.334,7,-8.042,1,0.0311,0.906,1.72e-05,0.0938,0.287,67.916,audio_features,4dtU73n96G2Qutw4rJ7cOc,spotify:track:4dtU73n96G2Qutw4rJ7cOc,https://api.spotify.com/v1/tracks/4dtU73n96G2Qutw4rJ7cOc,https://api.spotify.com/v1/audio-analysis/4dtU73n96G2Qutw4rJ7cOc,253959,4
340,One Day At a Time,Sam Smith,The Thrill of It All (Special Edition),2weuLbzYrptvPuAWykOI0V,0.502,0.32,1,-7.95,1,0.0342,0.775,0.0,0.113,0.337,129.356,audio_features,2weuLbzYrptvPuAWykOI0V,spotify:track:2weuLbzYrptvPuAWykOI0V,https://api.spotify.com/v1/tracks/2weuLbzYrptvPuAWykOI0V,https://api.spotify.com/v1/audio-analysis/2weuLbzYrptvPuAWykOI0V,209380,4
341,The Thrill Of It All,Sam Smith,The Thrill of It All (Special Edition),3VlbOrM6nYPprVvzBZllE5,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,audio_features,3VlbOrM6nYPprVvzBZllE5,spotify:track:3VlbOrM6nYPprVvzBZllE5,https://api.spotify.com/v1/tracks/3VlbOrM6nYPprVvzBZllE5,https://api.spotify.com/v1/audio-analysis/3VlbOrM6nYPprVvzBZllE5,201000,4
342,Burning - Recorded At RAK Studios London,Sam Smith,Spotify Singles,5sP1WPrKKjx3MArEVZMLil,0.557,0.169,6,-10.265,1,0.0383,0.921,0.0,0.105,0.372,75.762,audio_features,5sP1WPrKKjx3MArEVZMLil,spotify:track:5sP1WPrKKjx3MArEVZMLil,https://api.spotify.com/v1/tracks/5sP1WPrKKjx3MArEVZMLil,https://api.spotify.com/v1/audio-analysis/5sP1WPrKKjx3MArEVZMLil,231160,4
343,Midnight Train,Sam Smith,The Thrill of It All (Special Edition),6hPFEpT7bVguj9aCFLOmiz,0.713,0.597,4,-7.117,1,0.0692,0.377,2.86e-05,0.179,0.399,96.06,audio_features,6hPFEpT7bVguj9aCFLOmiz,spotify:track:6hPFEpT7bVguj9aCFLOmiz,https://api.spotify.com/v1/tracks/6hPFEpT7bVguj9aCFLOmiz,https://api.spotify.com/v1/audio-analysis/6hPFEpT7bVguj9aCFLOmiz,207164,4
344,Latch - Acoustic,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),5vUNRJsvEOUsz4sbKkJpFr,0.372,0.247,8,-8.706,1,0.0273,0.981,0.000223,0.11,0.239,96.17,audio_features,5vUNRJsvEOUsz4sbKkJpFr,spotify:track:5vUNRJsvEOUsz4sbKkJpFr,https://api.spotify.com/v1/tracks/5vUNRJsvEOUsz4sbKkJpFr,https://api.spotify.com/v1/audio-analysis/5vUNRJsvEOUsz4sbKkJpFr,223429,4
345,Say It First,Sam Smith,The Thrill of It All (Special Edition),67aDq4Z8lErpWQ0Ky0xaJo,0.566,0.407,0,-10.293,1,0.0914,0.766,0.000185,0.111,0.156,119.781,audio_features,67aDq4Z8lErpWQ0Ky0xaJo,spotify:track:67aDq4Z8lErpWQ0Ky0xaJo,https://api.spotify.com/v1/tracks/67aDq4Z8lErpWQ0Ky0xaJo,https://api.spotify.com/v1/audio-analysis/67aDq4Z8lErpWQ0Ky0xaJo,247555,4
346,Leave Your Lover,Sam Smith,In the Lonely Hour,3b5LW3nS3WFQyS1e8ajGJN,0.415,0.264,4,-8.741,1,0.0475,0.948,6.31e-06,0.106,0.357,92.879,audio_features,3b5LW3nS3WFQyS1e8ajGJN,spotify:track:3b5LW3nS3WFQyS1e8ajGJN,https://api.spotify.com/v1/tracks/3b5LW3nS3WFQyS1e8ajGJN,https://api.spotify.com/v1/audio-analysis/3b5LW3nS3WFQyS1e8ajGJN,188377,5
347,Not in That Way,Sam Smith,In the Lonely Hour,2a4iE4k1IkIswThuJ3ROsw,0.476,0.152,2,-12.457,1,0.0369,0.939,0.0,0.126,0.288,71.395,audio_features,2a4iE4k1IkIswThuJ3ROsw,spotify:track:2a4iE4k1IkIswThuJ3ROsw,https://api.spotify.com/v1/tracks/2a4iE4k1IkIswThuJ3ROsw,https://api.spotify.com/v1/audio-analysis/2a4iE4k1IkIswThuJ3ROsw,172453,4
348,Make It to Me,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),2uCMaUojwuqr8CRGsLoPa6,0.456,0.379,1,-8.573,1,0.0685,0.63,3.1e-06,0.0983,0.225,149.967,audio_features,2uCMaUojwuqr8CRGsLoPa6,spotify:track:2uCMaUojwuqr8CRGsLoPa6,https://api.spotify.com/v1/tracks/2uCMaUojwuqr8CRGsLoPa6,https://api.spotify.com/v1/audio-analysis/2uCMaUojwuqr8CRGsLoPa6,162732,4
349,Baby You Make Me Crazy,Sam Smith,The Thrill of It All (Special Edition),7HwcH5CiJzuUzspuOqOJQa,0.513,0.648,5,-7.714,0,0.0994,0.00739,4.87e-05,0.176,0.497,169.743,audio_features,7HwcH5CiJzuUzspuOqOJQa,spotify:track:7HwcH5CiJzuUzspuOqOJQa,https://api.spotify.com/v1/tracks/7HwcH5CiJzuUzspuOqOJQa,https://api.spotify.com/v1/audio-analysis/7HwcH5CiJzuUzspuOqOJQa,207966,4
350,No Peace,Sam Smith,The Thrill of It All (Special Edition),75TlwJ8oBgdq8P9kO7uVML,0.66,0.542,4,-8.11,0,0.077,0.343,3.89e-06,0.122,0.152,135.828,audio_features,75TlwJ8oBgdq8P9kO7uVML,spotify:track:75TlwJ8oBgdq8P9kO7uVML,https://api.spotify.com/v1/tracks/75TlwJ8oBgdq8P9kO7uVML,https://api.spotify.com/v1/audio-analysis/75TlwJ8oBgdq8P9kO7uVML,283295,4
351,Fire On Fire - From Watership Down,Sam Smith,Fire On Fire (From Watership Down),5rFj8OzffT0iggSjcBaeND,0.584,0.407,1,-7.356,0,0.046,0.476,0.0,0.18,0.341,115.124,audio_features,5rFj8OzffT0iggSjcBaeND,spotify:track:5rFj8OzffT0iggSjcBaeND,https://api.spotify.com/v1/tracks/5rFj8OzffT0iggSjcBaeND,https://api.spotify.com/v1/audio-analysis/5rFj8OzffT0iggSjcBaeND,246735,4
352,Burning,Sam Smith,The Thrill of It All (Special Edition),7FyhrRNRJOZSM8IeuAx7su,0.631,0.224,6,-9.383,1,0.0417,0.885,0.0,0.282,0.365,86.936,audio_features,7FyhrRNRJOZSM8IeuAx7su,spotify:track:7FyhrRNRJOZSM8IeuAx7su,https://api.spotify.com/v1/tracks/7FyhrRNRJOZSM8IeuAx7su,https://api.spotify.com/v1/audio-analysis/7FyhrRNRJOZSM8IeuAx7su,203290,4
353,Money on My Mind,Sam Smith,In the Lonely Hour,5XX9oGZfgKMXdHnEp4t2JB,0.688,0.841,2,-5.217,1,0.179,0.204,0.000295,0.229,0.743,133.912,audio_features,5XX9oGZfgKMXdHnEp4t2JB,spotify:track:5XX9oGZfgKMXdHnEp4t2JB,https://api.spotify.com/v1/tracks/5XX9oGZfgKMXdHnEp4t2JB,https://api.spotify.com/v1/audio-analysis/5XX9oGZfgKMXdHnEp4t2JB,192670,4
354,One Last Song,Sam Smith,The Thrill of It All (Special Edition),39Q20GZHKK0IK8oKkhfxiJ,0.672,0.53,1,-6.43,1,0.0284,0.367,0.0,0.321,0.485,103.326,audio_features,39Q20GZHKK0IK8oKkhfxiJ,spotify:track:39Q20GZHKK0IK8oKkhfxiJ,https://api.spotify.com/v1/tracks/39Q20GZHKK0IK8oKkhfxiJ,https://api.spotify.com/v1/audio-analysis/39Q20GZHKK0IK8oKkhfxiJ,192922,3
355,How Will I Know,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),3yb2hJ1kKDEhLo3qfw7zlr,0.426,0.132,0,-12.346,1,0.0787,0.945,0.0,0.0809,0.283,85.039,audio_features,3yb2hJ1kKDEhLo3qfw7zlr,spotify:track:3yb2hJ1kKDEhLo3qfw7zlr,https://api.spotify.com/v1/tracks/3yb2hJ1kKDEhLo3qfw7zlr,https://api.spotify.com/v1/audio-analysis/3yb2hJ1kKDEhLo3qfw7zlr,232235,4
356,Like I Can,Sam Smith,In the Lonely Hour,2TeLIzFBe3hxkPR5FIQZut,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,audio_features,2TeLIzFBe3hxkPR5FIQZut,spotify:track:2TeLIzFBe3hxkPR5FIQZut,https://api.spotify.com/v1/tracks/2TeLIzFBe3hxkPR5FIQZut,https://api.spotify.com/v1/audio-analysis/2TeLIzFBe3hxkPR5FIQZut,167066,4
357,Pray,Sam Smith,Pray,59ljpSFcgtfWJKS3vqG27R,0.535,0.382,4,-9.465,0,0.0426,0.282,1.14e-05,0.0865,0.147,87.801,audio_features,59ljpSFcgtfWJKS3vqG27R,spotify:track:59ljpSFcgtfWJKS3vqG27R,https://api.spotify.com/v1/tracks/59ljpSFcgtfWJKS3vqG27R,https://api.spotify.com/v1/audio-analysis/59ljpSFcgtfWJKS3vqG27R,221596,3
358,Stay with Me,Sam Smith,In the Lonely Hour,5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,audio_features,5Nm9ERjJZ5oyfXZTECKmRt,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/tracks/5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/audio-analysis/5Nm9ERjJZ5oyfXZTECKmRt,172724,4
359,I'm Not the Only One,Sam Smith,In the Lonely Hour,7795WJLVKJoAyVoOtCWqXN,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,audio_features,7795WJLVKJoAyVoOtCWqXN,spotify:track:7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN,239317,4
360,Too Good at Goodbyes,Sam Smith,Too Good at Goodbyes,3VlbOrM6nYPprVvzBZllE5,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,audio_features,3VlbOrM6nYPprVvzBZllE5,spotify:track:3VlbOrM6nYPprVvzBZllE5,https://api.spotify.com/v1/tracks/3VlbOrM6nYPprVvzBZllE5,https://api.spotify.com/v1/audio-analysis/3VlbOrM6nYPprVvzBZllE5,201000,4
361,Kiss the Girl - Remastered 2014,Samuel E. Wright,Walt Disney Records The Legacy Collection: The Little Mermaid,75VAFZAhvPSw1euEHg1fQU,0.67,0.235,0,-15.638,1,0.047,0.748,0.0,0.357,0.757,134.932,audio_features,75VAFZAhvPSw1euEHg1fQU,spotify:track:75VAFZAhvPSw1euEHg1fQU,https://api.spotify.com/v1/tracks/75VAFZAhvPSw1euEHg1fQU,https://api.spotify.com/v1/audio-analysis/75VAFZAhvPSw1euEHg1fQU,160880,4
362,How Far I'll Go,Auli'i Cravalho,Moana (Original Motion Picture Soundtrack/Deluxe Edition),6mb6lVLNrcUgLnEN8QnDJd,0.571,0.307,1,-10.958,0,0.0499,0.649,0.0,0.178,0.108,83.72,audio_features,6mb6lVLNrcUgLnEN8QnDJd,spotify:track:6mb6lVLNrcUgLnEN8QnDJd,https://api.spotify.com/v1/tracks/6mb6lVLNrcUgLnEN8QnDJd,https://api.spotify.com/v1/audio-analysis/6mb6lVLNrcUgLnEN8QnDJd,163387,4
363,I'll Make a Man Out of You - From Mulan/Soundtrack,Donny Osmond,Mulan,28UMEtwyUUy5u0UWOVHwiI,0.672,0.322,7,-17.669,1,0.0339,0.144,3.07e-05,0.074,0.498,113.849,audio_features,28UMEtwyUUy5u0UWOVHwiI,spotify:track:28UMEtwyUUy5u0UWOVHwiI,https://api.spotify.com/v1/tracks/28UMEtwyUUy5u0UWOVHwiI,https://api.spotify.com/v1/audio-analysis/28UMEtwyUUy5u0UWOVHwiI,201680,4
